Crime_ID,City,Date,Time,Crime_Type,Location,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_Time,Cluster
2614,Mumbai,2024-04-16,22:08,Theft,Colaba,23.19220259,75.08865853,4.0,49,1,1,10:14,-1
2615,Mumbai,2024-05-25,18:11,Harassment,Karol Bagh,25.750834,76.9613594,5.0,9,1,1,07:42,167
2616,Mumbai,2023-03-12,20:37,Assault,Bandra,25.85988542,72.45660634,1.0,3,1,1,06:49,-1
2617,Mumbai,2024-08-06,03:42,Burglary,Dadar,24.29869822,74.09097209,4.0,25,0,1,03:31,-1
2623,Mumbai,2024-03-07,21:25,Fraud,Juhu,21.96517863,74.99011135,8.0,46,1,1,18:58,221
2624,Mumbai,2023-11-11,04:13,Harassment,Lajpat Nagar,20.10186259,77.85952404,5.0,23,1,1,17:44,-1
2625,Mumbai,2024-03-12,08:07,Assault,Connaught Place,22.87674128,77.68269902,6.0,23,1,1,05:18,-1
2626,Mumbai,2024-09-06,18:00,Assault,Karol Bagh,23.4327008,74.1511961,1.0,55,0,0,18:11,-1
2627,Mumbai,2024-02-01,20:13,Burglary,Connaught Place,19.18190837,72.84347477,10.0,18,0,1,05:00,-1
2628,Mumbai,2024-08-25,22:07,Theft,Dwarka,27.96271202,73.95400039,7.0,11,0,1,05:32,-1
2629,Mumbai,2023-08-11,22:00,Assault,Lajpat Nagar,22.95112743,72.18289956,5.0,36,0,1,21:57,-1
2634,Mumbai,2024-06-23,20:50,Assault,Dadar,25.69556281,75.068657,4.0,13,1,0,18:55,-1
2635,Mumbai,2023-12-16,03:55,Harassment,Juhu,29.45312455,75.39135829,2.0,36,1,0,21:22,-1
2636,Mumbai,2023-03-22,11:20,Assault,Connaught Place,29.98625038,72.03560098,9.0,42,1,1,04:07,-1
2638,Mumbai,2024-10-27,21:33,Harassment,Karol Bagh,22.2868337,72.14864476,2.0,44,0,1,12:35,-1
2639,Mumbai,2023-08-12,21:17,Harassment,Dadar,28.44191661,76.5272372,2.0,51,1,1,00:07,-1
2640,Mumbai,2023-06-02,14:42,Fraud,Lajpat Nagar,29.9847257,72.87387478,1.0,12,0,1,05:26,-1
2642,Mumbai,2023-05-07,20:09,Assault,Connaught Place,27.74654795,75.85994588,8.0,2,1,0,05:21,-1
2647,Mumbai,2023-11-12,15:31,Harassment,Bandra,26.56925264,76.31016131,2.0,33,1,1,22:08,-1
2650,Mumbai,2024-01-10,00:27,Theft,Colaba,20.58923266,73.86457017,4.0,23,1,0,07:56,-1
2651,Mumbai,2024-06-10,14:10,Fraud,Juhu,21.56269433,77.9948974,4.0,55,1,1,19:18,-1
2653,Mumbai,2023-12-15,01:47,Harassment,Karol Bagh,19.40582618,75.68628984,4.0,20,1,0,07:52,-1
2658,Mumbai,2024-08-28,09:17,Theft,Juhu,21.40096431,74.37053113,8.0,25,1,0,08:38,-1
2660,Mumbai,2024-02-01,00:30,Burglary,Connaught Place,21.60477838,75.75780657,2.0,30,1,1,04:50,-1
2661,Mumbai,2024-11-09,16:04,Theft,Saket,24.52782589,72.50373422,8.0,29,0,0,07:35,-1
2662,Mumbai,2024-03-18,18:29,Harassment,Bandra,21.98295564,77.30996168,8.0,47,1,1,07:32,-1
2663,Mumbai,2024-12-19,11:19,Harassment,Andheri,29.42362752,73.6132491,5.0,30,1,1,09:18,-1
2665,Mumbai,2024-05-18,14:12,Fraud,Connaught Place,19.64675618,73.78254581,6.0,25,1,1,21:53,-1
2667,Mumbai,2024-10-10,08:53,Assault,Bandra,22.61729817,75.26812856,3.0,59,0,1,20:25,222
2668,Mumbai,2024-09-24,15:24,Burglary,Colaba,26.18837825,74.94848253,7.0,24,0,1,11:16,107
2672,Mumbai,2024-02-21,04:01,Theft,Andheri,29.20809616,73.05193007,3.0,36,0,0,23:35,-1
2673,Mumbai,2024-07-06,07:41,Harassment,Saket,21.87239859,76.69572473,2.0,51,0,1,11:47,-1
2678,Mumbai,2024-05-21,08:46,Burglary,Dwarka,19.98866108,72.47878228,3.0,26,0,0,08:52,-1
2683,Mumbai,2024-12-05,09:47,Burglary,Dadar,20.63223916,76.43646873,7.0,7,0,1,20:02,-1
2685,Mumbai,2024-06-14,02:36,Assault,Dadar,29.44444975,77.52458888,8.0,36,1,1,00:21,-1
2688,Mumbai,2023-09-07,07:48,Assault,Dadar,25.58913901,74.88746073,8.0,49,1,1,21:32,-1
2690,Mumbai,2023-09-11,17:54,Harassment,Bandra,20.2920828,73.97014411,2.0,48,1,0,03:21,-1
2691,Mumbai,2024-11-26,19:36,Fraud,Bandra,26.58520852,74.9595866,9.0,2,1,1,18:01,-1
2693,Mumbai,2024-02-18,05:40,Assault,Dwarka,21.26760776,77.73393255,4.0,57,1,1,17:08,-1
2694,Mumbai,2024-03-01,15:33,Fraud,Lajpat Nagar,23.43028981,77.5624147,7.0,16,0,1,06:29,-1
2695,Mumbai,2023-09-10,00:09,Burglary,Lajpat Nagar,19.83556316,73.5746884,2.0,21,1,1,15:10,223
2696,Mumbai,2024-08-14,00:20,Theft,Dadar,26.64947863,73.39481424,8.0,9,1,1,03:03,-1
2697,Mumbai,2024-03-04,22:49,Fraud,Colaba,21.78016936,73.78598704,10.0,12,1,1,19:03,224
2698,Mumbai,2023-03-17,17:26,Theft,Bandra,22.4254621,74.64786667,6.0,29,1,0,15:16,-1
2699,Mumbai,2023-04-26,18:21,Assault,Dwarka,20.33189428,73.88500448,5.0,24,1,1,09:16,-1
2700,Mumbai,2023-07-15,00:30,Burglary,Karol Bagh,28.51125025,74.24527677,9.0,33,1,1,15:36,-1
2703,Mumbai,2024-05-23,09:46,Assault,Connaught Place,25.26375951,76.41334919,9.0,18,0,0,22:04,-1
2705,Mumbai,2024-10-17,22:51,Fraud,Bandra,21.11782907,72.19310642,9.0,5,1,1,15:16,180
2706,Mumbai,2024-03-23,08:37,Fraud,Dwarka,27.19646023,72.28640274,9.0,15,0,0,22:00,-1
2708,Mumbai,2023-04-05,12:42,Harassment,Saket,20.14261169,75.19847293,10.0,7,1,1,22:16,-1
2709,Mumbai,2023-12-08,19:36,Assault,Colaba,26.81159541,75.46884404,3.0,25,1,1,11:25,89
2710,Mumbai,2024-03-07,18:22,Theft,Juhu,21.29720722,72.31552116,8.0,14,1,1,16:43,-1
2711,Mumbai,2023-02-14,03:24,Fraud,Juhu,22.37450026,73.53188281,7.0,52,1,1,16:44,-1
2713,Mumbai,2024-07-02,06:56,Fraud,Bandra,23.94286448,77.15509134,10.0,36,1,1,16:25,183
2714,Mumbai,2023-02-02,07:20,Burglary,Saket,26.79437038,77.50190038,2.0,35,1,1,10:43,-1
2715,Mumbai,2023-08-04,01:54,Fraud,Colaba,25.85774973,75.00251698,2.0,44,1,0,15:48,-1
2717,Mumbai,2024-11-01,15:48,Fraud,Bandra,26.85459764,76.99829779,2.0,24,1,1,09:49,-1
2720,Mumbai,2023-11-12,07:27,Assault,Juhu,23.81797523,77.43050423,2.0,24,1,1,12:00,-1
2721,Mumbai,2023-02-05,17:01,Assault,Karol Bagh,22.3820839,76.73959633,5.0,11,0,1,14:08,-1
2723,Mumbai,2024-03-28,03:36,Harassment,Juhu,27.95457119,73.30948233,9.0,51,1,1,12:46,-1
2726,Mumbai,2023-09-07,01:13,Assault,Lajpat Nagar,19.47061595,72.66688696,7.0,21,1,1,15:16,-1
2727,Mumbai,2023-05-06,14:26,Burglary,Andheri,21.68469796,76.76797293,3.0,8,1,0,03:09,-1
2732,Mumbai,2023-03-27,04:14,Fraud,Dadar,21.37169969,74.84012508,2.0,58,1,0,19:13,-1
2733,Mumbai,2024-07-14,23:13,Fraud,Lajpat Nagar,23.39229182,76.091431,1.0,10,1,1,16:40,100
2734,Mumbai,2023-09-08,06:23,Burglary,Saket,24.5868363,75.80311741,10.0,28,1,1,04:22,-1
2735,Mumbai,2024-02-25,03:02,Harassment,Bandra,27.91226434,74.56348318,4.0,15,1,1,04:50,225
2736,Mumbai,2024-02-15,08:00,Theft,Juhu,28.23033763,77.39619917,6.0,12,0,1,17:43,-1
2738,Mumbai,2024-06-23,03:17,Theft,Connaught Place,24.60169776,75.03520379,5.0,18,1,1,09:00,-1
2739,Mumbai,2024-09-24,20:37,Fraud,Karol Bagh,26.63702221,72.37350354,9.0,56,0,1,09:13,-1
2740,Mumbai,2023-02-11,14:57,Assault,Dwarka,20.22980408,77.53272234,8.0,37,0,1,18:15,-1
2741,Mumbai,2024-02-13,06:05,Theft,Dwarka,25.21817856,73.06269941,9.0,44,1,1,11:07,-1
2742,Mumbai,2024-08-20,10:59,Assault,Saket,21.7356099,75.17006816,10.0,24,1,1,12:01,-1
2746,Mumbai,2024-04-28,19:34,Assault,Karol Bagh,19.57403564,73.44410946,6.0,10,0,1,15:28,-1
2749,Mumbai,2024-11-04,15:44,Theft,Karol Bagh,19.09184711,77.13585516,6.0,37,0,1,13:26,226
2750,Mumbai,2024-08-17,08:34,Assault,Bandra,20.21390562,77.36734802,4.0,11,1,0,17:18,-1
2751,Mumbai,2023-02-05,05:42,Theft,Karol Bagh,21.63437586,75.89240089,2.0,51,1,1,17:59,-1
2754,Mumbai,2023-06-07,15:52,Burglary,Karol Bagh,22.36606716,74.3065724,5.0,19,1,1,03:27,-1
2755,Mumbai,2024-04-20,06:50,Burglary,Bandra,20.40162862,75.88870754,5.0,52,0,0,06:25,-1
2758,Mumbai,2024-12-25,02:32,Harassment,Connaught Place,26.45866414,73.88646016,4.0,30,0,1,10:09,142
2759,Mumbai,2024-11-13,18:14,Harassment,Karol Bagh,22.25690298,74.33062163,2.0,32,1,1,08:53,-1
2761,Mumbai,2024-08-17,00:27,Theft,Connaught Place,26.86341572,72.44136617,6.0,53,1,1,02:15,-1
2766,Mumbai,2023-02-24,00:47,Burglary,Dwarka,25.36830215,75.67864558,5.0,21,1,0,16:14,-1
2767,Mumbai,2023-02-16,03:40,Assault,Saket,23.72842006,77.26929786,6.0,29,1,1,19:14,227
2773,Mumbai,2024-09-09,23:11,Fraud,Dwarka,24.17273884,74.01578189,5.0,47,0,1,22:56,228
2774,Mumbai,2024-09-18,06:52,Theft,Bandra,28.59232708,72.88294621,3.0,12,1,1,12:02,-1
2775,Mumbai,2023-01-14,06:12,Fraud,Dwarka,21.47544439,72.86051167,5.0,58,1,1,16:41,-1
2776,Mumbai,2023-07-15,04:18,Harassment,Bandra,24.24474746,73.00646644,5.0,41,0,1,17:22,-1
2782,Mumbai,2024-12-13,23:13,Assault,Connaught Place,29.92487869,76.74924604,1.0,26,1,1,22:55,-1
2784,Mumbai,2024-11-18,09:53,Assault,Lajpat Nagar,20.26264907,77.80352774,1.0,52,1,1,02:16,-1
2785,Mumbai,2024-08-18,21:27,Burglary,Connaught Place,26.98565657,74.63442369,9.0,10,1,1,19:51,-1
2786,Mumbai,2023-09-02,04:44,Harassment,Saket,19.56920028,77.7020128,3.0,22,1,1,19:31,-1
2787,Mumbai,2024-05-16,02:53,Assault,Bandra,19.33211217,76.33973969,8.0,39,1,1,23:19,-1
2789,Mumbai,2024-05-11,12:00,Assault,Dwarka,29.62034223,76.09069873,3.0,11,1,1,08:46,-1
2790,Mumbai,2023-01-19,05:23,Theft,Bandra,29.34949903,76.12029996,9.0,28,1,0,15:12,7
2791,Mumbai,2023-03-27,01:34,Burglary,Saket,21.13320602,77.43516338,8.0,31,1,0,21:55,-1
2795,Mumbai,2024-06-14,05:13,Harassment,Andheri,25.26675095,73.99245145,2.0,48,1,1,18:39,-1
2796,Mumbai,2024-01-22,02:09,Fraud,Dadar,21.43752773,72.37346236,8.0,28,0,0,01:36,-1
2798,Mumbai,2024-10-03,13:14,Assault,Saket,22.40508486,76.9046859,4.0,46,0,1,17:04,-1
2801,Mumbai,2024-01-15,22:33,Burglary,Juhu,23.79986314,73.22405182,5.0,31,0,1,12:55,-1
2802,Mumbai,2024-10-17,22:35,Assault,Dadar,27.68903202,72.72413081,4.0,41,1,0,10:36,-1
2803,Mumbai,2024-05-01,21:33,Harassment,Juhu,27.99706089,75.06598075,1.0,48,1,1,15:28,175
2804,Mumbai,2024-10-01,18:57,Harassment,Connaught Place,22.19529766,72.47489173,7.0,16,0,1,07:39,-1
2810,Mumbai,2024-06-14,13:11,Harassment,Juhu,27.8133089,72.17392158,8.0,29,1,1,15:13,-1
2814,Mumbai,2024-10-13,19:13,Fraud,Dadar,20.10071139,72.78711062,9.0,37,1,1,01:33,-1
2815,Mumbai,2023-10-24,23:51,Harassment,Lajpat Nagar,25.47557872,75.55484789,6.0,38,1,1,23:01,-1
2816,Mumbai,2023-12-28,00:12,Burglary,Dadar,27.56235176,76.033515,9.0,29,0,1,09:51,110
2817,Mumbai,2023-10-11,12:18,Fraud,Andheri,20.02660932,72.22338721,4.0,58,0,1,03:45,-1
2820,Mumbai,2024-02-21,02:55,Assault,Connaught Place,25.53017837,77.10271364,5.0,30,1,1,19:40,-1
2821,Mumbai,2024-09-26,18:07,Assault,Dwarka,28.75407831,76.94778881,4.0,31,1,1,08:56,-1
2824,Mumbai,2024-05-20,23:44,Assault,Lajpat Nagar,19.69337018,76.07176203,5.0,25,1,1,22:58,161
2825,Mumbai,2024-11-25,17:54,Theft,Andheri,28.93301194,76.83837176,9.0,4,0,1,05:51,-1
2826,Mumbai,2023-01-21,03:35,Theft,Karol Bagh,27.95475116,75.97499075,7.0,35,1,1,03:57,229
2827,Mumbai,2023-10-16,15:25,Harassment,Saket,22.45665673,73.96636174,7.0,41,0,1,21:32,-1
2831,Mumbai,2023-09-07,16:11,Assault,Saket,28.68823435,76.19292349,6.0,59,1,0,02:43,-1
2832,Mumbai,2024-08-05,17:56,Harassment,Connaught Place,27.33423378,77.72866531,5.0,26,1,1,23:27,-1
2837,Mumbai,2024-11-06,02:15,Fraud,Connaught Place,27.71438736,76.96205929,8.0,45,1,1,07:26,-1
2845,Mumbai,2024-03-01,13:31,Fraud,Dwarka,19.89407015,76.87890721,7.0,18,0,1,14:59,-1
2846,Mumbai,2024-05-22,06:08,Burglary,Colaba,19.22929764,73.78253192,10.0,16,1,1,03:09,-1
2847,Mumbai,2023-11-28,07:44,Harassment,Andheri,25.91619748,73.28232692,7.0,49,0,1,12:20,-1
2848,Mumbai,2023-12-16,20:05,Fraud,Connaught Place,25.92639917,76.00137163,10.0,57,1,1,15:44,-1
2850,Mumbai,2023-06-20,19:28,Burglary,Colaba,23.37847492,77.40678744,4.0,38,1,1,02:35,208
2851,Mumbai,2024-02-14,02:27,Theft,Bandra,22.65096913,72.09567412,6.0,25,0,1,04:53,-1
2854,Mumbai,2023-04-04,23:48,Harassment,Karol Bagh,29.30451344,75.72781254,8.0,19,1,0,15:48,-1
2855,Mumbai,2023-09-22,10:29,Theft,Lajpat Nagar,27.83436583,72.54822864,6.0,3,0,1,17:39,-1
2857,Mumbai,2023-10-04,08:54,Harassment,Colaba,25.98405659,73.36381444,10.0,35,1,0,17:32,-1
2862,Mumbai,2023-05-15,21:44,Fraud,Lajpat Nagar,19.00173519,75.54599975,8.0,19,1,1,02:39,-1
2865,Mumbai,2024-12-04,02:20,Assault,Dwarka,21.6822301,77.83625984,2.0,27,1,1,09:06,-1
2867,Mumbai,2024-11-08,23:51,Assault,Lajpat Nagar,25.16417846,73.52379839,7.0,26,1,1,11:43,230
2868,Mumbai,2024-03-12,20:37,Fraud,Colaba,23.37753005,73.38054475,10.0,35,1,1,17:49,-1
2869,Mumbai,2024-12-12,02:05,Theft,Juhu,26.42141391,75.66811818,4.0,19,0,1,10:56,-1
2871,Mumbai,2023-12-22,15:51,Burglary,Dadar,20.36333114,72.04618682,2.0,54,1,1,14:45,-1
2872,Mumbai,2023-12-26,03:28,Theft,Saket,24.49132654,76.98039223,6.0,35,0,0,07:03,-1
2874,Mumbai,2024-05-21,11:03,Theft,Karol Bagh,22.25394699,75.97097574,6.0,49,1,1,08:13,231
2875,Mumbai,2024-11-04,20:47,Fraud,Bandra,19.73730887,72.41268395,10.0,13,1,1,14:57,-1
2876,Mumbai,2023-08-13,19:01,Assault,Bandra,28.85291092,74.1723351,9.0,14,1,1,13:13,12
2877,Mumbai,2023-07-09,23:09,Harassment,Connaught Place,26.61000445,77.61229356,10.0,30,1,1,03:33,-1
2878,Mumbai,2024-02-27,11:20,Assault,Juhu,20.33779973,77.17553545,9.0,58,1,0,10:23,-1
2880,Mumbai,2023-08-21,03:50,Theft,Colaba,29.72359787,72.9423533,9.0,57,0,1,15:01,-1
2881,Mumbai,2024-11-14,16:41,Assault,Bandra,26.49289805,74.69452774,3.0,43,1,1,15:52,-1
2885,Mumbai,2024-02-27,17:52,Assault,Dwarka,27.57958423,74.1780087,3.0,15,1,1,17:45,-1
2887,Mumbai,2023-06-14,21:36,Burglary,Karol Bagh,23.72871034,77.38568405,6.0,48,1,1,23:19,-1
2888,Mumbai,2024-08-23,17:30,Fraud,Karol Bagh,19.12130893,72.22769838,9.0,14,1,1,00:00,-1
2891,Mumbai,2023-01-13,02:09,Fraud,Juhu,21.23469331,77.65013525,4.0,33,1,1,01:50,-1
2893,Mumbai,2024-10-03,09:32,Assault,Bandra,29.06425092,72.24419877,7.0,55,1,1,13:02,232
2897,Mumbai,2024-12-05,01:32,Assault,Connaught Place,21.69154807,77.74593885,4.0,48,1,0,09:49,-1
2899,Mumbai,2024-05-07,00:02,Harassment,Lajpat Nagar,28.0533114,75.96949213,3.0,26,0,1,19:31,-1
2900,Mumbai,2023-07-12,19:03,Fraud,Dwarka,21.54034395,72.97714975,5.0,3,1,1,05:37,-1
2901,Mumbai,2023-07-13,00:42,Assault,Bandra,20.08281304,76.40594045,2.0,25,1,1,13:33,-1
2902,Mumbai,2023-01-01,08:56,Theft,Saket,29.77362565,76.36207473,3.0,17,0,1,23:10,-1
2904,Mumbai,2023-05-23,11:40,Theft,Colaba,28.5798097,77.54871546,6.0,29,1,1,17:32,-1
2905,Mumbai,2023-01-13,10:05,Harassment,Karol Bagh,19.0453987,73.00186729,3.0,46,1,1,21:57,-1
2907,Mumbai,2023-02-12,16:17,Assault,Karol Bagh,24.1245844,72.37934604,5.0,34,1,1,09:09,-1
2909,Mumbai,2023-12-17,12:24,Theft,Karol Bagh,26.58825412,75.73055632,5.0,57,1,1,06:47,-1
2911,Mumbai,2024-02-08,07:26,Fraud,Lajpat Nagar,19.85234377,72.98288198,3.0,40,1,1,18:45,-1
2913,Mumbai,2024-05-24,08:32,Assault,Andheri,23.26854197,73.00047341,9.0,7,1,1,23:38,-1
2914,Mumbai,2024-07-05,07:20,Assault,Lajpat Nagar,21.0416447,74.71970788,5.0,30,1,1,04:57,233
2919,Mumbai,2024-05-08,18:24,Theft,Connaught Place,19.99921999,76.37551184,7.0,58,1,1,13:26,-1
2920,Mumbai,2024-04-12,23:02,Theft,Karol Bagh,20.41831036,72.21426569,7.0,55,1,1,20:52,-1
2922,Mumbai,2024-03-28,01:40,Harassment,Connaught Place,28.45480476,74.87501608,10.0,13,0,1,14:46,-1
2925,Mumbai,2024-12-20,07:26,Burglary,Juhu,22.67484939,77.22182267,5.0,13,1,1,17:44,-1
2926,Mumbai,2024-02-04,19:54,Theft,Colaba,21.99691085,77.63658976,5.0,13,1,1,21:46,-1
2927,Mumbai,2023-01-11,19:35,Harassment,Bandra,25.0407126,72.47284019,1.0,37,0,1,07:42,-1
2928,Mumbai,2023-08-12,14:39,Burglary,Dwarka,26.94038477,74.09411228,3.0,44,1,0,15:58,-1
2929,Mumbai,2023-01-09,11:50,Theft,Connaught Place,29.92710067,77.74971377,2.0,6,1,1,02:58,234
2930,Mumbai,2024-05-13,00:49,Harassment,Saket,20.44727783,72.4989704,7.0,26,0,1,01:53,24
2931,Mumbai,2024-03-18,19:49,Assault,Connaught Place,19.54221199,75.86184824,5.0,54,0,1,22:20,-1
2937,Mumbai,2023-06-02,03:55,Theft,Lajpat Nagar,24.6210524,77.33760837,1.0,39,1,1,13:44,-1
2945,Mumbai,2023-01-08,20:11,Harassment,Karol Bagh,28.65534176,75.20401383,6.0,53,1,1,07:44,-1
2946,Mumbai,2023-01-16,17:30,Fraud,Bandra,20.10034838,73.42173818,7.0,58,1,1,00:16,-1
2948,Mumbai,2024-07-04,07:33,Fraud,Saket,27.26978839,74.84062721,5.0,9,1,1,05:22,27
2949,Mumbai,2024-01-15,06:24,Theft,Dadar,20.04485309,73.7687501,3.0,7,0,1,12:50,-1
2950,Mumbai,2024-12-18,22:48,Theft,Connaught Place,22.52840855,76.81167765,10.0,39,1,1,01:02,-1
2951,Mumbai,2024-08-16,06:33,Fraud,Bandra,23.25870933,76.1802816,10.0,58,1,1,09:07,-1
2953,Mumbai,2023-02-12,12:17,Assault,Karol Bagh,20.7394591,72.99264984,4.0,50,1,1,03:26,-1
2954,Mumbai,2023-04-28,07:09,Theft,Juhu,28.46664939,75.89513571,6.0,16,1,1,21:25,-1
2955,Mumbai,2024-03-27,21:04,Burglary,Andheri,23.92296459,73.46543681,7.0,8,1,0,15:29,235
2963,Mumbai,2023-07-12,09:26,Harassment,Andheri,23.3090054,73.7677098,7.0,15,1,1,03:28,-1
2964,Mumbai,2023-06-05,09:10,Fraud,Andheri,25.48198937,72.04524656,9.0,25,1,1,13:13,-1
2965,Mumbai,2023-02-15,00:15,Fraud,Dwarka,22.03254487,73.77994306,5.0,7,1,1,23:20,-1
2971,Mumbai,2023-11-10,06:06,Assault,Connaught Place,29.56013923,75.28999199,6.0,47,0,1,00:44,-1
2972,Mumbai,2024-01-24,09:49,Assault,Colaba,19.41562644,72.55746997,9.0,3,1,1,09:13,-1
2977,Mumbai,2023-03-13,20:24,Theft,Saket,29.32447744,76.22091066,1.0,12,1,1,14:25,-1
2982,Mumbai,2023-06-22,12:50,Assault,Colaba,27.51047281,74.69601636,3.0,8,1,1,11:19,-1
2985,Mumbai,2024-08-09,10:34,Harassment,Colaba,23.71626549,74.63045599,1.0,5,0,1,07:36,51
2986,Mumbai,2024-02-25,21:11,Burglary,Andheri,28.56793602,74.28685989,7.0,45,1,1,02:20,236
2987,Mumbai,2024-06-20,09:12,Theft,Karol Bagh,23.93850981,77.59687209,7.0,2,1,0,16:19,98
2990,Mumbai,2024-08-22,15:24,Burglary,Andheri,22.62050376,76.78184867,1.0,38,0,1,10:26,-1
2991,Mumbai,2023-11-22,09:26,Fraud,Lajpat Nagar,28.74516037,75.65578464,5.0,39,1,1,01:52,-1
2992,Mumbai,2023-08-17,08:55,Harassment,Dadar,28.32372512,72.69511666,10.0,3,1,1,09:24,237
2993,Mumbai,2023-05-15,09:32,Assault,Bandra,21.31748437,73.74888404,4.0,46,1,0,14:57,-1
2994,Mumbai,2024-02-26,18:52,Burglary,Bandra,25.86719441,77.81305444,9.0,48,1,1,16:10,-1
2995,Mumbai,2024-05-05,16:32,Assault,Dwarka,19.79950547,73.91653259,5.0,38,1,1,20:02,-1
2999,Mumbai,2023-01-17,07:35,Burglary,Connaught Place,23.40241005,73.71274632,9.0,52,0,1,22:58,-1
3000,Mumbai,2023-09-14,22:32,Theft,Colaba,25.34614352,73.78603188,8.0,32,0,1,03:20,37
3001,Mumbai,2024-02-15,16:11,Assault,Dadar,28.40408654,74.81335791,3.0,47,1,1,22:50,-1
3002,Mumbai,2024-06-09,08:21,Fraud,Andheri,29.71666778,72.1307337,8.0,17,1,0,22:22,-1
3003,Mumbai,2023-09-01,23:08,Harassment,Lajpat Nagar,23.83441764,76.73593806,2.0,56,1,1,01:42,-1
3004,Mumbai,2023-12-22,14:39,Assault,Saket,19.66491615,73.90253272,3.0,18,0,1,05:25,-1
3007,Mumbai,2023-07-23,10:02,Harassment,Andheri,23.92680479,75.9684122,5.0,56,0,1,22:39,-1
3009,Mumbai,2024-11-15,20:03,Burglary,Dwarka,24.52638381,75.09789937,1.0,49,1,0,02:55,-1
3011,Mumbai,2023-04-06,06:58,Burglary,Connaught Place,27.32713055,74.03329132,1.0,13,0,1,21:03,-1
3012,Mumbai,2023-12-20,06:13,Theft,Saket,24.98283066,77.08881774,1.0,55,1,0,22:27,-1
3015,Mumbai,2023-07-04,18:20,Theft,Andheri,21.62088655,72.63131084,1.0,17,1,0,10:18,-1
3016,Mumbai,2023-03-21,22:07,Assault,Karol Bagh,28.3620107,72.84614873,6.0,21,1,1,20:00,-1
3019,Mumbai,2024-05-20,04:51,Burglary,Andheri,25.85858591,75.05861804,10.0,32,1,1,05:17,-1
3021,Mumbai,2024-05-03,03:45,Burglary,Andheri,28.28846174,73.29161264,8.0,48,1,0,20:07,-1
3022,Mumbai,2023-03-01,19:29,Fraud,Saket,23.98629713,76.3122237,9.0,38,0,0,22:55,164
3023,Mumbai,2023-02-27,16:29,Theft,Saket,26.99085494,72.50868374,2.0,8,1,1,13:36,-1
3024,Mumbai,2023-12-07,23:56,Theft,Connaught Place,20.05089828,75.43994228,6.0,1,1,1,08:14,-1
3032,Mumbai,2024-08-16,12:41,Harassment,Andheri,27.32694235,72.18665151,10.0,21,1,0,17:56,-1
3035,Mumbai,2024-01-11,13:54,Theft,Juhu,27.91902592,74.81636627,9.0,35,1,1,10:28,-1
3038,Mumbai,2024-12-19,19:48,Fraud,Dwarka,25.20886026,72.46447005,1.0,15,1,1,12:49,-1
3042,Mumbai,2023-09-01,16:54,Burglary,Juhu,26.11486226,72.19751152,10.0,30,1,1,12:18,-1
3045,Mumbai,2024-08-04,16:57,Harassment,Dadar,22.64533553,75.27654795,9.0,52,1,0,13:07,222
3047,Mumbai,2024-08-23,05:13,Burglary,Andheri,28.49787447,76.48586768,3.0,15,1,1,00:28,-1
3048,Mumbai,2024-01-06,00:51,Theft,Dwarka,22.55347943,77.10071321,6.0,23,1,0,00:47,-1
3050,Mumbai,2024-06-15,03:21,Assault,Karol Bagh,23.56585942,75.32618424,6.0,15,0,1,11:31,-1
3051,Mumbai,2023-09-08,13:07,Burglary,Lajpat Nagar,20.64005247,75.69243406,4.0,26,1,1,00:23,-1
3053,Mumbai,2024-03-10,19:33,Fraud,Bandra,23.44743674,75.42148875,9.0,18,1,1,11:02,-1
3054,Mumbai,2024-07-27,00:15,Assault,Dadar,28.62861991,73.41993228,10.0,6,1,0,17:25,238
3058,Mumbai,2023-11-16,15:16,Burglary,Dwarka,27.40642532,77.49712289,8.0,54,0,0,06:21,-1
3060,Mumbai,2023-10-16,19:07,Assault,Saket,25.88148542,75.85694213,8.0,38,1,1,18:53,-1
3061,Mumbai,2023-07-16,23:58,Assault,Colaba,19.56892971,72.61822279,5.0,28,1,0,22:34,-1
3062,Mumbai,2024-04-07,13:58,Theft,Karol Bagh,21.32142163,77.42678255,5.0,15,0,1,18:27,-1
3063,Mumbai,2023-01-12,00:56,Fraud,Andheri,19.8176396,75.41162528,5.0,19,1,0,20:11,-1
3064,Mumbai,2024-06-22,19:43,Theft,Karol Bagh,22.17805747,76.68202949,1.0,5,1,0,10:35,-1
3065,Mumbai,2023-03-27,06:25,Burglary,Lajpat Nagar,25.90182908,76.76664721,6.0,4,0,1,12:38,-1
3066,Mumbai,2023-02-11,11:39,Assault,Colaba,25.22804583,73.53888316,5.0,17,1,1,04:55,-1
3069,Mumbai,2023-08-09,09:38,Harassment,Bandra,22.00331675,72.53780727,2.0,12,1,1,00:02,-1
3070,Mumbai,2024-06-25,02:51,Harassment,Colaba,21.68958247,76.09829939,6.0,5,1,1,12:41,239
3072,Mumbai,2023-12-28,16:40,Assault,Saket,28.33977962,73.80346265,10.0,44,1,1,21:22,-1
3076,Mumbai,2023-09-02,07:25,Burglary,Karol Bagh,28.60339162,73.38796987,7.0,52,1,1,14:44,238
3077,Mumbai,2023-03-21,16:30,Fraud,Connaught Place,27.1700395,74.00400431,10.0,49,1,1,11:04,240
3083,Mumbai,2023-02-28,23:10,Harassment,Karol Bagh,22.31957145,72.46086617,5.0,44,1,1,05:29,-1
